"DistrictID","DistrictName","DistrictClassification","SchoolYear","TeacherSalary","TeacherFTE","RecapturePaid"
57814,"ACADEMY FOR ACADEMIC EXCELLENCE","CHARTER SCHOOL DISTRICTS","2012-13",2780460,59,0
57815,"FAITH FAMILY ACADEMY OF OAK CLIFF","CHARTER SCHOOL DISTRICTS","2012-13",5796544,120.57,0
57816,"A W BROWN-FELLOWSHIP LEADERSHIP AC","CHARTER SCHOOL DISTRICTS","2012-13",3727162,80.24,0
57817,"FOCUS LEARNING ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",2875036,57.39,0
57819,"JEAN MASSIEU ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",535170,13.82,0
57825,"HONORS ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",2272098,64.84,0
57827,"NOVA ACADEMY (SOUTHEAST)","CHARTER SCHOOL DISTRICTS","2012-13",1822323,44.92,0
57828,"WINFREE ACADEMY CHARTER SCHOOLS","CHARTER SCHOOL DISTRICTS","2012-13",2765640,67.77,0
57829,"A+ ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",3300314,66.42,0
57830,"INSPIRED VISION ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",2808547,58.44,0
57831,"GATEWAY CHARTER ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",3233701,55.6,0
57832,"ALPHA CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",417839,13,0
57833,"EDUCATION CENTER INTERNATIONAL ACA","CHARTER SCHOOL DISTRICTS","2012-13",615670,14.97,0
57834,"EVOLUTION ACADEMY CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",774699,15.81,0
57835,"GOLDEN RULE CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",2755395,64.46,0
57836,"ST ANTHONY SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",906112,21,0
57837,"KIPP DALLAS-FORT WORTH","CHARTER SCHOOL DISTRICTS","2012-13",832350,17,0
57838,"UPLIFT EDUCATION - PEAK PREPARATOR","CHARTER SCHOOL DISTRICTS","2012-13",5270725,114.36,0
57839,"LA ACADEMIA DE ESTRELLAS","CHARTER SCHOOL DISTRICTS","2012-13",2201075,45.18,0
57841,"RECONCILIATION ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",382401,9,0
57842,"UPLIFT EDUCATION - WILLIAMS PREPAR","CHARTER SCHOOL DISTRICTS","2012-13",4199845,93.56,0
57843,"UPLIFT EDUCATION - HAMPTON PREPARA","CHARTER SCHOOL DISTRICTS","2012-13",2390104,52.57,0
57844,"MANARA ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",1562295,38.85,0
57845,"UME PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",995288,18.69,0
57846,"LEGACY PREPARATORY","CHARTER SCHOOL DISTRICTS","2012-13",2136444,50.6,0
57903,"CARROLLTON-FARMERS BRANCH ISD","MAJOR SUBURBAN","2012-13",84447225,1628.27,0
57904,"CEDAR HILL ISD","MAJOR SUBURBAN","2012-13",23992334,492.09,0
57905,"DALLAS ISD","MAJOR URBAN","2012-13",523377972,9920.82,0
57906,"DESOTO ISD","MAJOR SUBURBAN","2012-13",28621231,570.13,0
57907,"DUNCANVILLE ISD","MAJOR SUBURBAN","2012-13",38473211,763.85,0
57909,"GARLAND ISD","MAJOR SUBURBAN","2012-13",185398795,3636.13,0
57910,"GRAND PRAIRIE ISD","MAJOR SUBURBAN","2012-13",84568774,1660.21,0
57911,"HIGHLAND PARK ISD","MAJOR SUBURBAN","2012-13",23810731,432.78,68771904
57912,"IRVING ISD","MAJOR SUBURBAN","2012-13",121054326,2303.96,0
57913,"LANCASTER ISD","MAJOR SUBURBAN","2012-13",17063621,343.44,0
57914,"MESQUITE ISD","MAJOR SUBURBAN","2012-13",128099309,2482,0
57916,"RICHARDSON ISD","MAJOR SUBURBAN","2012-13",117817995,2404.67,0
57919,"SUNNYVALE ISD","NON-METROPOLITAN FAST GROWING","2012-13",4459778,84.92,80724
57922,"COPPELL ISD","MAJOR SUBURBAN","2012-13",36916235,698.74,18980531
58902,"DAWSON ISD","RURAL","2012-13",850694,19.39,1262035
58905,"KLONDIKE ISD","RURAL","2012-13",942732,21,8049142
58906,"LAMESA ISD","NON-METROPOLITAN STABLE","2012-13",6287806,143.18,0
58909,"SANDS CISD","RURAL","2012-13",926244,21.39,6854457
59901,"HEREFORD ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",13289810,296.03,0
59902,"WALCOTT ISD","RURAL","2012-13",379755,8.38,0
60902,"COOPER ISD","RURAL","2012-13",2720785,65.5,0
60914,"FANNINDEL ISD","RURAL","2012-13",776772,19.54,0
61802,"TEXAS EDUCATION CENTERS","CHARTER SCHOOL DISTRICTS","2012-13",2466114,58.33,0
61804,"LEADERSHIP PREP SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",809371,17.6,0
61901,"DENTON ISD","OTHER CENTRAL CITY","2012-13",93421344,1794.51,0
61902,"LEWISVILLE ISD","MAJOR SUBURBAN","2012-13",194413219,3745.67,0
61903,"PILOT POINT ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",5065692,107.15,0
61905,"KRUM ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",6213231,133.91,0
61906,"PONDER ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4811769,92.07,868041
61907,"AUBREY ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",5494232,122.97,0
61908,"SANGER ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",8927955,182.73,0
61910,"ARGYLE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",6335949,120.94,459636
61911,"NORTHWEST ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",60935666,1119.88,9339755
61912,"LAKE DALLAS ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",13148747,265.93,0
61914,"LITTLE ELM ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",19163022,382.46,0
62901,"CUERO ISD","NON-METROPOLITAN STABLE","2012-13",6975602,156.79,0
62902,"NORDHEIM ISD","RURAL","2012-13",675655,17,774180
62903,"YOAKUM ISD","NON-METROPOLITAN STABLE","2012-13",5020926,128.4,0
62904,"YORKTOWN ISD","RURAL","2012-13",1819196,42.82,0
62905,"WESTHOFF ISD","RURAL","2012-13",280002,6.25,1316965
62906,"MEYERSVILLE ISD","RURAL","2012-13",460716,10.54,0
63903,"SPUR ISD","RURAL","2012-13",1185128,27.16,0
63906,"PATTON SPRINGS ISD","RURAL","2012-13",547537,13.64,0
64903,"CARRIZO SPRINGS CISD","OTHER CENTRAL CITY SUBURBAN","2012-13",6848447,146.7,0
65901,"CLARENDON ISD","RURAL","2012-13",1982752,48,0
65902,"HEDLEY ISD","RURAL","2012-13",753733,18.17,0
66005,"RAMIREZ CSD","RURAL","2012-13",90773,2,0
66901,"BENAVIDES ISD","RURAL","2012-13",1101991,27.98,0
66902,"SAN DIEGO ISD","NON-METROPOLITAN STABLE","2012-13",3970273,92.97,0
66903,"FREER ISD","RURAL","2012-13",2806619,60.1,0
67902,"CISCO ISD","NON-METROPOLITAN STABLE","2012-13",3177877,78.11,75755
67903,"EASTLAND ISD","NON-METROPOLITAN STABLE","2012-13",3833442,95.07,0
67904,"GORMAN ISD","RURAL","2012-13",1163017,27.5,0
67907,"RANGER ISD","RURAL","2012-13",1695109,41.85,0
67908,"RISING STAR ISD","RURAL","2012-13",830934,22,0
68801,"RICHARD MILBURN ACADEMY (ECTOR COU","CHARTER SCHOOL DISTRICTS","2012-13",1405599,35.9,0
68802,"COMPASS ACADEMY CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",939299,21.67,0
68901,"ECTOR COUNTY ISD","OTHER CENTRAL CITY","2012-13",82423426,1715.63,0
69901,"ROCKSPRINGS ISD","RURAL","2012-13",1146350,27.75,161172
69902,"NUECES CANYON CISD","RURAL","2012-13",1187069,27.93,41850
70801,"WAXAHACHIE FAITH FAMILY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",1261340,29.81,0
70901,"AVALON ISD","NON-METROPOLITAN FAST GROWING","2012-13",958819,23.4,0
70903,"ENNIS ISD","OTHER CENTRAL CITY","2012-13",18760950,383,0
70905,"FERRIS ISD","MAJOR SUBURBAN","2012-13",6438762,148.9,0
70907,"ITALY ISD","RURAL","2012-13",1967575,47.56,0
70908,"MIDLOTHIAN ISD","OTHER CENTRAL CITY","2012-13",21848736,456.3,0
70909,"MILFORD ISD","RURAL","2012-13",931026,22,0
70910,"PALMER ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",3596531,85,0
70911,"RED OAK ISD","OTHER CENTRAL CITY","2012-13",16168611,335.74,0
70912,"WAXAHACHIE ISD","OTHER CENTRAL CITY","2012-13",24033877,517.37,0
70915,"MAYPEARL ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",3077143,67.43,0
71801,"BURNHAM WOOD CHARTER SCHOOL DISTRI","CHARTER SCHOOL DISTRICTS","2012-13",2191657,52.57,0
71803,"PASO DEL NORTE ACADEMY CHARTER DIS","CHARTER SCHOOL DISTRICTS","2012-13",503794,16,0
71804,"EL PASO ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",1011448,26.01,0
71806,"HARMONY SCIENCE ACAD (EL PASO)","CHARTER SCHOOL DISTRICTS","2012-13",5429266,134.66,0
71807,"LA FE PREPARATORY SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",763673,19,0
71809,"VISTA DEL FUTURO CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",483484,13,0
71901,"CLINT ISD","MAJOR SUBURBAN","2012-13",33404336,643.3,0
71902,"EL PASO ISD","MAJOR URBAN","2012-13",204641199,4145.38,0
71903,"FABENS ISD","NON-METROPOLITAN STABLE","2012-13",9147446,174.27,0
71904,"SAN ELIZARIO ISD","MAJOR SUBURBAN","2012-13",12773733,261.49,0
71905,"YSLETA ISD","MAJOR URBAN","2012-13",153698609,3053.65,0
71906,"ANTHONY ISD","NON-METROPOLITAN STABLE","2012-13",2680114,53.65,0
71907,"CANUTILLO ISD","MAJOR SUBURBAN","2012-13",18987677,377.68,0
71908,"TORNILLO ISD","NON-METROPOLITAN STABLE","2012-13",3911469,83.58,0
71909,"SOCORRO ISD","MAJOR URBAN","2012-13",114999859,2295.94,0
72801,"PREMIER HIGH SCHOOLS","CHARTER SCHOOL DISTRICTS","2012-13",7468252,200.96,0
72802,"ERATH EXCELS ACADEMY INC","CHARTER SCHOOL DISTRICTS","2012-13",606863,17.84,0
72901,"THREE WAY ISD","RURAL","2012-13",311432,8.15,6965
72902,"DUBLIN ISD","NON-METROPOLITAN STABLE","2012-13",3902046,96.32,0
72903,"STEPHENVILLE","INDEPENDENT TOWN","2012-13",10974728,237.25,0
72904,"BLUFF DALE ISD","RURAL","2012-13",442096,12,402245
72908,"HUCKABAY ISD","RURAL","2012-13",771643,20,0
72909,"LINGLEVILLE ISD","RURAL","2012-13",834729,22.17,323
72910,"MORGAN MILL ISD","RURAL","2012-13",499793,11.35,10018
73901,"CHILTON ISD","NON-METROPOLITAN FAST GROWING","2012-13",1853731,43.35,0
73903,"MARLIN ISD","NON-METROPOLITAN STABLE","2012-13",3790622,94.43,0
73904,"WESTPHALIA ISD","RURAL","2012-13",508658,13,0
73905,"ROSEBUD-LOTT ISD","RURAL","2012-13",2483897,61.38,0
74903,"BONHAM ISD","INDEPENDENT TOWN","2012-13",6122763,143.08,0
74904,"DODD CITY ISD","RURAL","2012-13",1119741,28.22,0
74905,"ECTOR ISD","RURAL","2012-13",1002379,24.12,0
74907,"HONEY GROVE ISD","RURAL","2012-13",2027660,49.29,0
74909,"LEONARD ISD","NON-METROPOLITAN STABLE","2012-13",2732985,63.6,0
74911,"SAVOY ISD","RURAL","2012-13",1067532,26.6,0
74912,"TRENTON ISD","RURAL","2012-13",1671628,43.15,0
74917,"SAM RAYBURN ISD","RURAL","2012-13",1758610,40.61,0
75901,"FLATONIA ISD","RURAL","2012-13",2077855,50.31,0
75902,"LA GRANGE ISD","INDEPENDENT TOWN","2012-13",6407777,143.88,0
75903,"SCHULENBURG ISD","RURAL","2012-13",2437831,57.59,20274
75906,"FAYETTEVILLE ISD","RURAL","2012-13",875137,21.6,6569
75908,"ROUND TOP-CARMINE ISD","RURAL","2012-13",1066863,23.83,1194090
76903,"ROBY CISD","RURAL","2012-13",954604,24.63,0
76904,"ROTAN ISD","RURAL","2012-13",1368327,31.94,0
77901,"FLOYDADA ISD","RURAL","2012-13",2905835,71.05,0
77902,"LOCKNEY ISD","RURAL","2012-13",2197355,54.32,0
78901,"CROWELL ISD","RURAL","2012-13",778008,19.04,0
79901,"LAMAR CISD","OTHER CENTRAL CITY","2012-13",78358279,1481.09,0
79906,"NEEDVILLE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",8156131,162.11,0
79907,"FORT BEND ISD","MAJOR SUBURBAN","2012-13",212486625,4030.31,0
79910,"STAFFORD MSD","MAJOR SUBURBAN","2012-13",10577240,213.93,266306
80901,"MOUNT VERNON ISD","NON-METROPOLITAN STABLE","2012-13",5519952,125.46,52265
81902,"FAIRFIELD ISD","NON-METROPOLITAN STABLE","2012-13",6944754,147.76,6592284
81904,"TEAGUE ISD","NON-METROPOLITAN STABLE","2012-13",5074949,107.38,4872827
81905,"WORTHAM ISD","RURAL","2012-13",1631792,38,0
81906,"DEW ISD","RURAL","2012-13",707332,15.5,1711742
82902,"DILLEY ISD","NON-METROPOLITAN STABLE","2012-13",3353033,69.66,0
82903,"PEARSALL ISD","NON-METROPOLITAN STABLE","2012-13",7175973,165.87,0
83901,"SEAGRAVES ISD","RURAL","2012-13",2895614,60.98,0
83902,"LOOP ISD","RURAL","2012-13",856909,19.33,3365277
83903,"SEMINOLE ISD","NON-METROPOLITAN STABLE","2012-13",10527624,204.21,28868846
84801,"MAINLAND PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",1544447,39.76,0
84802,"ODYSSEY ACADEMY INC","CHARTER SCHOOL DISTRICTS","2012-13",1782910,40.95,0
84804,"AMBASSADORS PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",800383,25,0
84805,"PREMIER LEARNING ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",978153,25.4,0
84901,"DICKINSON ISD","OTHER CENTRAL CITY","2012-13",27845285,575.69,0
84902,"GALVESTON ISD","OTHER CENTRAL CITY","2012-13",18703034,382.81,11234975
84903,"HIGH ISLAND ISD","RURAL","2012-13",776765,19.36,0
84904,"LA MARQUE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",8335256,171.21,0
84906,"TEXAS CITY ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",18161924,364.56,4631540
84908,"HITCHCOCK ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4051696,86.76,0
84909,"SANTA FE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",12514643,263.26,0
84910,"CLEAR CREEK ISD","MAJOR SUBURBAN","2012-13",120723230,2453.28,0
84911,"FRIENDSWOOD ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",17024916,343.52,0
85902,"POST ISD","RURAL","2012-13",3843723,88.64,1809470
85903,"SOUTHLAND ISD","RURAL","2012-13",683761,18.08,0
86024,"DOSS CONSOLIDATED CSD","RURAL","2012-13",132414,3,0
86901,"FREDERICKSBURG ISD","INDEPENDENT TOWN","2012-13",10388234,218.59,5309142
86902,"HARPER ISD","RURAL","2012-13",2357124,48.41,26513
87901,"GLASSCOCK COUNTY ISD","RURAL","2012-13",1445552,30,23812791
88902,"GOLIAD ISD","NON-METROPOLITAN STABLE","2012-13",4853730,106.48,135704
89901,"GONZALES ISD","NON-METROPOLITAN STABLE","2012-13",8924755,196.72,0
89903,"NIXON-SMILEY CISD","NON-METROPOLITAN STABLE","2012-13",3426998,76.21,0
89905,"WAELDER ISD","NON-METROPOLITAN FAST GROWING","2012-13",976019,25.86,0
90902,"LEFORS ISD","RURAL","2012-13",824601,19.34,0
90903,"MCLEAN ISD","RURAL","2012-13",976542,24.58,0
90904,"PAMPA ISD","NON-METROPOLITAN STABLE","2012-13",11777704,264.66,0
90905,"GRANDVIEW-HOPKINS ISD","RURAL","2012-13",133541,3.62,334231
91901,"BELLS ISD","RURAL","2012-13",2745479,60.91,0
91902,"COLLINSVILLE ISD","RURAL","2012-13",1989900,43.43,0
91903,"DENISON ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",15451125,326.81,0
91905,"HOWE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",3294280,74.48,0
91906,"SHERMAN ISD","OTHER CENTRAL CITY","2012-13",23386055,498.91,0
91907,"TIOGA ISD","RURAL","2012-13",922259,24.44,0
91908,"VAN ALSTYNE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4026460,88.1,0
91909,"WHITESBORO ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4845882,111.3,0
91910,"WHITEWRIGHT ISD","RURAL","2012-13",2668791,59.48,0
91913,"POTTSBORO ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4315794,90.2,25324
91914,"S AND S CISD","OTHER CENTRAL CITY SUBURBAN","2012-13",2396113,55.27,0
91917,"GUNTER ISD","RURAL","2012-13",3957291,83.72,0
91918,"TOM BEAN ISD","RURAL","2012-13",2827982,66.96,0
92801,"EAST TEXAS CHARTER SCHOOLS","CHARTER SCHOOL DISTRICTS","2012-13",538435,11.93,0
92901,"GLADEWATER ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",6273137,142.17,0
92902,"KILGORE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",12011461,283.92,0
92903,"LONGVIEW ISD","OTHER CENTRAL CITY","2012-13",25393263,553.77,0
92904,"PINE TREE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",13899146,309.91,0
92906,"SABINE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4376993,102.95,0
92907,"SPRING HILL ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",5153670,119.11,0
92908,"WHITE OAK ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4670325,100.53,0
93901,"ANDERSON-SHIRO CISD","INDEPENDENT TOWN","2012-13",2458943,56.22,0
93903,"IOLA ISD","RURAL","2012-13",1887533,41,0
93904,"NAVASOTA ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",9774860,225.4,0
93905,"RICHARDS ISD","RURAL","2012-13",745176,19,182957
94901,"SEGUIN ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",22012058,468.81,0
94902,"SCHERTZ-CIBOLO-U CITY ISD","OTHER CENTRAL CITY","2012-13",40556792,767.7,0
94903,"NAVARRO ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4779433,106.18,0
94904,"MARION ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",4367804,95.45,23622
95901,"ABERNATHY ISD","RURAL","2012-13",2893848,68.82,654913
95902,"COTTON CENTER ISD","RURAL","2012-13",589036,14.33,0
95903,"HALE CENTER ISD","RURAL","2012-13",2068571,53.36,0
95904,"PETERSBURG ISD","RURAL","2012-13",880572,23,0
95905,"PLAINVIEW ISD","INDEPENDENT TOWN","2012-13",18343780,398.48,0
96904,"MEMPHIS ISD","RURAL","2012-13",2075877,50,0
96905,"TURKEY-QUITAQUE ISD","RURAL","2012-13",1120109,27.32,0
97902,"HAMILTON ISD","RURAL","2012-13",3027069,69.61,0
97903,"HICO ISD","RURAL","2012-13",2204255,52.05,0
98901,"GRUVER ISD","RURAL","2012-13",1917890,43.23,347313
98903,"PRINGLE-MORSE CISD","RURAL","2012-13",710125,14.21,1259586
98904,"SPEARMAN ISD","NON-METROPOLITAN STABLE","2012-13",3658114,76.74,0
99902,"CHILLICOTHE ISD","RURAL","2012-13",819305,19.01,1713
99903,"QUANAH ISD","RURAL","2012-13",2327849,56,0
100903,"KOUNTZE ISD","NON-METROPOLITAN STABLE","2012-13",4318648,102.13,0
100904,"SILSBEE ISD","INDEPENDENT TOWN","2012-13",8564155,190.99,0
100905,"HARDIN-JEFFERSON ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",6412264,151.22,0
100907,"LUMBERTON ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",10167091,238.02,0
100908,"WEST HARDIN COUNTY CISD","RURAL","2012-13",1944628,47.44,0
101801,"MEDICAL CENTER CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",557500,15,0
101802,"SER-NINOS CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",2698941,57,0
101803,"ARISTOI CLASSICAL ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",761206,20.78,0
101804,"GEORGE I SANCHEZ CHARTER","CHARTER SCHOOL DISTRICTS","2012-13",2079376,49.16,0
101805,"GIRLS & BOYS PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",2748210,60.96,0
101806,"RAUL YZAGUIRRE SCHOOL FOR SUCCESS","CHARTER SCHOOL DISTRICTS","2012-13",3695348,78.61,0
101807,"UNIVERSITY OF HOUSTON CHARTER SCHO","CHARTER SCHOOL DISTRICTS","2012-13",337310,6.72,0
101809,"BAY AREA CHARTER INC","CHARTER SCHOOL DISTRICTS","2012-13",1524776,32.8,0
101810,"ACADEMY OF ACCELERATED LEARNING IN","CHARTER SCHOOL DISTRICTS","2012-13",1461745,37.58,0
101811,"EXCEL ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",2064288,50.79,0
101812,"HOUSTON CAN ACADEMY CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",1732083,41.43,0
101813,"KIPP INC CHARTER","CHARTER SCHOOL DISTRICTS","2012-13",17325846,356.32,0
101814,"THE VARNETT PUBLIC SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",3585237,80.69,0
101815,"ALIEF MONTESSORI COMMUNITY SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",450162,10.35,0
101819,"AMIGOS POR VIDA-FRIENDS FOR LIFE P","CHARTER SCHOOL DISTRICTS","2012-13",1033322,23.13,0
101821,"HOUSTON HEIGHTS HIGH SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",664003,17,0
101822,"JAMIE'S HOUSE CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",266980,7.96,0
101828,"HOUSTON GATEWAY ACADEMY INC","CHARTER SCHOOL DISTRICTS","2012-13",2370129,68,0
101829,"HOUSTON HEIGHTS LEARNING ACADEMY I","CHARTER SCHOOL DISTRICTS","2012-13",287513,7,0
101833,"LA AMISTAD LOVE & LEARNING ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",552020,12.92,0
101837,"CALVIN NELMS CHARTER SCHOOLS","CHARTER SCHOOL DISTRICTS","2012-13",792795,16.65,0
101838,"SOUTHWEST SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",3800328,85.8,0
101840,"TWO DIMENSIONS PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",900971,20.62,0
101842,"COMQUEST ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",248017,5.9,0
101845,"YES PREP PUBLIC SCHOOLS INC","CHARTER SCHOOL DISTRICTS","2012-13",18842129,388.46,0
101846,"HARMONY SCIENCE ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",8900105,217.08,0
101847,"BEATRICE MAYES INSTITUTE CHARTER S","CHARTER SCHOOL DISTRICTS","2012-13",1433195,32,0
101848,"NORTHWEST PREPARATORY","CHARTER SCHOOL DISTRICTS","2012-13",971083,25.66,0
101849,"ACCELERATED INTERMEDIATE ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",853640,20.96,0
101850,"ZOE LEARNING ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",871049,23.83,0
101852,"JUAN B GALAVIZ CHARTER SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",303329,10,0
101853,"PROMISE COMMUNITY SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",4829149,106.86,0
101854,"RICHARD MILBURN ACADEMY (SUBURBAN","CHARTER SCHOOL DISTRICTS","2012-13",490268,14.25,0
101855,"MEYERPARK ELEMENTARY","CHARTER SCHOOL DISTRICTS","2012-13",518548,13.84,0
101856,"DRAW ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",1039168,20.49,0
101858,"HARMONY SCHOOL OF EXCELLENCE","CHARTER SCHOOL DISTRICTS","2012-13",9165638,226.61,0
101859,"STEPPING STONES CHARTER EL","CHARTER SCHOOL DISTRICTS","2012-13",945667,20.64,0
101860,"KIPP SOUTHEAST HOUSTON","CHARTER SCHOOL DISTRICTS","2012-13",4944943,102.11,0
101861,"THE RHODES SCHOOL","CHARTER SCHOOL DISTRICTS","2012-13",1220359,29.78,0
101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","CHARTER SCHOOL DISTRICTS","2012-13",3408159,84.14,0
101863,"KOINONIA COMMUNITY LEARNING ACADEM","CHARTER SCHOOL DISTRICTS","2012-13",418894,11.67,0
101864,"WALIPP-TSU PREPARATORY ACADEMY","CHARTER SCHOOL DISTRICTS","2012-13",806731,18,0
101865,"VICTORY PREP","CHARTER SCHOOL DISTRICTS","2012-13",1170800,36,0
101867,"FALLBROOK COLLEGE PREPARATORY ACAD","CHARTER SCHOOL DISTRICTS","2012-13",1111594,28.81,0
101902,"ALDINE ISD","MAJOR SUBURBAN","2012-13",198050471,3848.15,0
101903,"ALIEF ISD","MAJOR SUBURBAN","2012-13",162039429,3101.6,0
101905,"CHANNELVIEW ISD","MAJOR SUBURBAN","2012-13",28779143,554.49,0
101906,"CROSBY ISD","MAJOR SUBURBAN","2012-13",15186312,300.95,0
101907,"CYPRESS-FAIRBANKS ISD","MAJOR SUBURBAN","2012-13",329004033,6391.62,0
101908,"DEER PARK ISD","MAJOR SUBURBAN","2012-13",44643460,817.86,2353879
101909,"NORTH FOREST ISD","MAJOR SUBURBAN","2012-13",17218627,354.44,0
101910,"GALENA PARK ISD","MAJOR SUBURBAN","2012-13",73640916,1480.08,0
101911,"GOOSE CREEK CISD","MAJOR SUBURBAN","2012-13",73291471,1372.14,0
101912,"HOUSTON ISD","MAJOR URBAN","2012-13",568955162,10957.84,0
101913,"HUMBLE ISD","MAJOR SUBURBAN","2012-13",114746301,2334.47,0
101914,"KATY ISD","MAJOR SUBURBAN","2012-13",210729490,4068.34,0
101915,"KLEIN ISD","MAJOR SUBURBAN","2012-13",157098494,2998.05,0
101916,"LA PORTE ISD","MAJOR SUBURBAN","2012-13",24298091,461.84,16802316
101917,"PASADENA ISD","MAJOR SUBURBAN","2012-13",176047329,3429.63,0
101919,"SPRING ISD","MAJOR SUBURBAN","2012-13",104361311,2149.32,0
101920,"SPRING BRANCH ISD","MAJOR SUBURBAN","2012-13",113781011,2181.35,0
101921,"TOMBALL ISD","MAJOR SUBURBAN","2012-13",37075461,711.11,0
101924,"SHELDON ISD","MAJOR SUBURBAN","2012-13",22395085,457.62,343862
101925,"HUFFMAN ISD","NON-METROPOLITAN STABLE","2012-13",9852357,200.94,0
102901,"KARNACK ISD","RURAL","2012-13",762130,20.51,756890
102902,"MARSHALL ISD","INDEPENDENT TOWN","2012-13",15903588,373.43,0
102903,"WASKOM ISD","NON-METROPOLITAN FAST GROWING","2012-13",2926495,74.9,0
102904,"HALLSVILLE ISD","OTHER CENTRAL CITY SUBURBAN","2012-13",13639088,323.44,0
102905,"HARLETON ISD","RURAL","2012-13",2460463,58.72,0
102906,"ELYSIAN FIELDS ISD","NON-METROPOLITAN STABLE","2012-13",3567523,85.27,33288
